name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method
K2-319 b,682.0,12.213,Neptune-like,2020,8.2,Earth,0.249,Jupiter,0.1516,0.07310062,0.0,Transit
K2-31 b,361.0,10.802,Gas Giant,2016,1.774,Jupiter,1.06,Jupiter,0.022,0.003559206,0.0,Transit
K2-320 b,355.0,17.81,Neptune-like,2020,7.37,Earth,0.234,Jupiter,0.0142,0.0054757018,0.0,Transit
K2-321 b,253.0,13.677,Super Earth,2020,4.46,Earth,1.95,Earth,0.041,0.0062970566,0.0,Transit
K2-322 b,403.0,13.963,Super Earth,2020,4.35,Earth,1.92,Earth,0.0594,0.022450376,0.0,Transit
K2-323 b,386.0,14.935,Neptune-like,2020,5.06,Earth,2.1,Earth,0.1275,0.068172485,0.0,Transit
K2-324 b,446.0,15.223,Neptune-like,2020,6.48,Earth,0.217,Jupiter,0.0331,0.009034907,0.0,Transit
K2-325 b,364.0,17.77,Neptune-like,2020,5.48,Earth,2.2,Earth,0.0419,0.01889117,0.0,Transit
K2-326 b,921.0,15.982,Neptune-like,2020,5.82,Earth,0.203,Jupiter,0.0198,0.003559206,0.0,Transit
K2-33 b,454.0,15.838,Neptune-like,2016,3.7,Jupiter,0.45,Jupiter,0.0409,0.014784395,0.0,Transit
K2-34 b,1137.0,11.447,Gas Giant,2016,1.698,Jupiter,1.227,Jupiter,0.0442,0.008213553,0.0,Transit
K2-355 b,1633.0,13.707,Neptune-like,2021,5.69,Earth,0.201,Jupiter,0.0632,0.015605749,0.0,Transit
K2-356 b,1160.0,13.268,Neptune-like,2021,5.86,Earth,0.204,Jupiter,0.1599,0.057494868,0.0,Transit
K2-357 b,1689.0,13.748,Neptune-like,2021,13.4,Earth,0.332,Jupiter,0.145,0.044626966,0.0,Transit
K2-358 b,1567.0,13.699,Neptune-like,2021,7.65,Earth,0.239,Jupiter,0.0863,0.030937715,0.0,Transit
K2-36 b,358.0,11.726,Super Earth,2016,3.9,Earth,1.43,Earth,0.0223,0.003832991,0.0,Transit
K2-36 c,358.0,11.726,Neptune-like,2016,7.8,Earth,0.278,Jupiter,0.05574,0.01451061,0.0,Transit
K2-37 b,587.0,12.573,Super Earth,2016,3.22,Earth,1.61,Earth,0.0511,0.012046544,0.0,Transit
K2-37 c,587.0,12.573,Neptune-like,2016,8.0,Earth,0.245,Jupiter,0.0654,0.017522246,0.0,Transit
K2-37 d,587.0,12.573,Neptune-like,2016,7.9,Earth,0.244,Jupiter,0.1103,0.038603697,0.0,Transit
K2-3 b,144.0,12.168,Super Earth,2015,6.48,Earth,1.98,Earth,0.074,0.027652293,0.0,Transit
K2-3 c,144.0,12.168,Super Earth,2015,2.14,Earth,1.56,Earth,0.1345,0.06735113,0.0,Transit
K2-411 b,973.0,12.27,Terrestrial,2022,0.937,Earth,0.99,Earth,0.0511,0.008761123,0.0,Transit
K2-412 b,2134.0,15.746,Neptune-like,2022,5.13,Earth,2.116,Earth,0.0586,0.01615332,0.0,Transit
K2-413 b,930.0,15.013,Terrestrial,2022,0.363,Earth,0.76,Earth,0.0117,0.0021902807,0.0,Transit
K2-413 c,930.0,15.013,Super Earth,2022,2.05,Earth,1.233,Earth,0.0426,0.01451061,0.0,Transit
K2-414 b,848.0,14.289,Super Earth,2022,1.98,Earth,1.219,Earth,0.0487,0.012046544,0.0,Transit
K2-414 c,848.0,14.289,Super Earth,2022,4.38,Earth,1.929,Earth,0.0552,0.0183436,0.0,Transit
K2-42 b,1295.0,15.006,Neptune-like,2016,5.27,Earth,2.15,Earth,0.0617,0.0183436,0.0,Transit
K2-44 b,1555.0,12.27,Neptune-like,2016,6.5,Earth,0.217,Jupiter,0.06,0.015605749,0.0,Transit
K2-46 b,1465.0,12.144,Super Earth,2016,4.86,Earth,2.05,Earth,0.13821,0.052566737,0.0,Transit
K2-47 b,1141.0,14.065,Super Earth,2016,4.23,Earth,1.89,Earth,0.1779,0.08651608,0.0,Transit
K2-48 b,1023.0,14.345,Neptune-like,2016,5.65,Earth,0.2,Jupiter,0.1344,0.056125943,0.0,Transit
K2-49 b,1491.0,15.668,Super Earth,2016,4.38,Earth,1.93,Earth,0.0309,0.007665982,0.0,Transit
K2-50 b,840.0,14.705,Super Earth,2016,3.15,Earth,1.59,Earth,0.0705,0.024093088,0.0,Transit
K2-53 b,450.0,12.634,Neptune-like,2016,7.27,Earth,0.232,Jupiter,0.098,0.03340178,0.0,Transit
K2-54 b,571.0,14.542,Super Earth,2016,1.6,Earth,1.15,Earth,0.0671,0.026830938,0.0,Transit
K2-57 b,862.0,14.414,Neptune-like,2016,5.06,Earth,2.1,Earth,0.0746,0.024640657,0.0,Transit
K2-58 b,593.0,12.415,Neptune-like,2016,7.65,Earth,0.239,Jupiter,0.0692,0.01943874,0.0,Transit
K2-58 c,593.0,12.415,Super Earth,2016,3.26,Earth,1.62,Earth,0.035,0.0068446267,0.0,Transit
K2-58 d,593.0,12.415,Super Earth,2016,3.57,Earth,1.71,Earth,0.1517,0.062696785,0.0,Transit
K2-59 b,1016.0,14.266,Neptune-like,2016,6.39,Earth,0.215,Jupiter,0.1354,0.056673512,0.0,Transit
K2-59 c,1016.0,14.266,Neptune-like,2016,5.9,Earth,0.205,Jupiter,0.0905,0.030937715,0.0,Transit
K2-5 b,662.0,14.974,Super Earth,2015,4.31,Earth,1.91,Earth,0.0532,0.015605749,0.0,Transit
K2-5 c,662.0,14.974,Neptune-like,2015,5.73,Earth,0.202,Jupiter,0.0818,0.029842572,0.0,Transit
K2-60 b,1604.0,12.857,Gas Giant,2016,0.426,Jupiter,0.683,Jupiter,0.045,0.008213553,0.0,Transit
K2-61 b,1323.0,13.173,Neptune-like,2016,6.71,Earth,0.221,Jupiter,0.0392,0.007118412,0.0,Transit
K2-62 b,367.0,12.391,Neptune-like,2016,5.22,Earth,2.14,Earth,0.0636,0.0183436,0.0,Transit
K2-62 c,367.0,12.391,Neptune-like,2016,5.22,Earth,2.14,Earth,0.1148,0.044353183,0.0,Transit
K2-63 b,1688.0,12.98,Neptune-like,2016,10.5,Earth,0.287,Jupiter,0.1627,0.05557837,0.0,Transit
K2-63 c,1688.0,12.98,Neptune-like,2016,14.5,Earth,0.348,Jupiter,0.189,0.069815196,0.0,Transit
K2-64 b,1631.0,14.132,Super Earth,2016,4.94,Earth,2.07,Earth,0.0619,0.01779603,0.0,Transit
K2-65 b,236.0,10.71,Super Earth,2016,3.12,Earth,1.58,Earth,0.1014,0.034496922,0.0,Transit
K2-68 b,550.0,12.987,Super Earth,2016,3.12,Earth,1.58,Earth,0.0708,0.022176592,0.0,Transit
K2-69 b,589.0,16.024,Neptune-like,2016,5.99,Earth,0.207,Jupiter,0.0591,0.01943874,0.0,Transit
K2-6 b,1033.0,12.66,Neptune-like,2015,6.8,Earth,0.223,Jupiter,0.1898,0.08459959,0.0,Transit
K2-70 b,760.0,13.074,Neptune-like,2016,8.7,Earth,0.258,Jupiter,0.1112,0.03832991,0.0,Transit
K2-71 b,500.0,16.14,Neptune-like,2016,5.27,Earth,2.15,Earth,0.0559,0.019164955,0.0,Transit
K2-73 b,878.0,11.345,Neptune-like,2016,6.57,Earth,0.219,Jupiter,0.07619,0.02053388,0.0,Transit
K2-74 b,1232.0,12.715,Neptune-like,2016,5.95,Earth,0.206,Jupiter,0.1402,0.053661875,0.0,Transit
K2-75 b,1833.0,12.803,Neptune-like,2016,7.61,Earth,0.238,Jupiter,0.081,0.021355236,0.0,Transit
K2-75 c,1833.0,12.803,Neptune-like,2016,8.1,Earth,0.247,Jupiter,0.1429,0.050102666,0.0,Transit
K2-79 b,835.0,12.152,Neptune-like,2016,15.4,Earth,0.361,Jupiter,0.0987,0.030116359,0.0,Transit
K2-7 b,2409.0,13.453,Neptune-like,2015,7.61,Earth,0.238,Jupiter,0.1814,0.07857632,0.0,Transit
K2-80 b,655.0,12.694,Super Earth,2016,4.7,Earth,2.01,Earth,0.135,0.05229295,0.0,Transit
K2-80 c,655.0,12.694,Super Earth,2016,2.76,Earth,1.47,Earth,0.0596,0.015331964,0.0,Transit
K2-84 b,929.0,13.386,Neptune-like,2016,6.39,Earth,0.215,Jupiter,0.0665,0.017522246,0.0,Transit
K2-84 c,929.0,13.386,Super Earth,2016,4.78,Earth,2.03,Earth,0.1768,0.076386034,0.0,Transit
K2-86 b,844.0,13.041,Super Earth,2016,4.5,Earth,1.96,Earth,0.077,0.024093088,0.0,Transit
K2-87 b,1602.0,14.136,Gas Giant,2016,0.141,Jupiter,0.678,Jupiter,0.094,0.026557151,0.0,Transit
K2-8 b,1316.0,14.801,Neptune-like,2015,12.5,Earth,0.319,Jupiter,0.0856,0.028473647,0.0,Transit
K2-8 c,1316.0,14.801,Neptune-like,2016,6.39,Earth,0.215,Jupiter,0.0532,0.013963039,0.0,Transit
K2-9 b,271.0,15.86,Neptune-like,2015,5.69,Earth,0.201,Jupiter,0.091,0.050376453,0.0,Transit
KELT-10 b,615.0,10.617,Gas Giant,2016,0.679,Jupiter,1.399,Jupiter,0.0525,0.011498973,0.0,Transit
KELT-11 b,323.0,8.04,Gas Giant,2017,0.171,Jupiter,1.35,Jupiter,0.06229,0.012867898,0.0,Transit
KELT-12 b,1201.0,10.585,Gas Giant,2017,0.95,Jupiter,1.78,Jupiter,0.06708,0.0136892535,0.0,Transit
KELT-14 b,816.0,11.001,Gas Giant,2016,1.284,Jupiter,1.743,Jupiter,0.03005,0.0046543465,0.0,Transit
KELT-15 b,1059.0,11.39,Gas Giant,2016,1.31,Jupiter,1.74,Jupiter,0.04613,0.009034907,0.0,Transit
KELT-16 b,1450.0,11.717,Gas Giant,2017,2.75,Jupiter,1.415,Jupiter,0.02044,0.0027378509,0.0,Transit
KELT-17 b,739.0,9.234,Gas Giant,2016,1.31,Jupiter,1.525,Jupiter,0.04881,0.008487337,0.0,Transit
KELT-18 b,1048.0,10.16,Gas Giant,2017,1.18,Jupiter,1.57,Jupiter,0.0455,0.007939767,0.0,Transit
KELT-19 A b,980.0,9.857,Gas Giant,2017,4.07,Jupiter,1.91,Jupiter,0.0637,0.012594113,0.0,Transit
KELT-20 b,445.0,7.59,Gas Giant,2017,3.382,Jupiter,1.741,Jupiter,0.0542,0.009582478,0.0,Transit
KELT-21 b,1536.0,10.484,Gas Giant,2018,3.91,Jupiter,1.586,Jupiter,0.05224,0.009856262,0.0,Transit
KELT-23 A b,412.0,10.308,Gas Giant,2019,0.938,Jupiter,1.323,Jupiter,0.03302,0.0062970566,0.0,Transit
KELT-2 A b,437.0,8.68,Gas Giant,2012,1.7,Jupiter,1.35,Jupiter,0.05497,0.011225188,0.0,Transit
KELT-3 b,686.0,9.816,Gas Giant,2013,1.94,Jupiter,1.56,Jupiter,0.04123,0.0073921974,0.0,Transit
KELT-4 A b,711.0,9.98,Gas Giant,2016,0.902,Jupiter,1.699,Jupiter,0.04317,0.008213553,0.0,Transit
KELT-7 b,446.0,8.56,Gas Giant,2015,1.39,Jupiter,1.6,Jupiter,0.04415,0.0073921974,0.0,Transit
KELT-9 b,667.0,7.55,Gas Giant,2017,2.88,Jupiter,1.891,Jupiter,0.03462,0.0041067763,0.0,Transit
Kepler-1001 b,3030.0,15.582,Neptune-like,2016,10.1,Earth,0.281,Jupiter,0.1129,0.039151266,0.0,Transit
Kepler-1001 c,3030.0,15.582,Super Earth,2020,3.11,Earth,1.578,Earth,0.084,0.025188226,0.0,Transit
Kepler-1002 b,1332.0,11.821,Super Earth,2016,3.57,Earth,1.71,Earth,0.0564,0.011772759,0.0,Transit
Kepler-1003 b,3072.0,14.132,Super Earth,2016,3.82,Earth,1.78,Earth,0.0444,0.009856262,0.0,Transit
Kepler-1005 b,1852.0,13.371,Super Earth,2016,2.86,Earth,1.5,Earth,0.0669,0.01779603,0.0,Transit
Kepler-1006 b,3529.0,14.467,Super Earth,2016,2.99,Earth,1.54,Earth,0.1464,0.054209445,0.0,Transit
Kepler-1007 b,1191.0,14.981,Super Earth,2016,2.67,Earth,1.44,Earth,0.048,0.014236824,0.0,Transit
Kepler-1008 b,922.0,13.59,Super Earth,2016,2.18,Earth,1.28,Earth,0.0951,0.03394935,0.0,Transit
Kepler-1009 b,1158.0,15.758,Neptune-like,2016,5.35,Earth,2.17,Earth,0.0796,0.031211497,0.0,Transit
Kepler-1010 b,1890.0,14.964,Neptune-like,2016,5.99,Earth,0.207,Jupiter,0.193,0.09390828,0.0,Transit
Kepler-1011 b,2403.0,15.294,Neptune-like,2016,8.6,Earth,0.256,Jupiter,0.0633,0.015879534,0.0,Transit
Kepler-1012 b,1341.0,13.486,Super Earth,2016,2.21,Earth,1.29,Earth,0.0585,0.015058179,0.0,Transit
Kepler-1013 b,1377.0,14.563,Neptune-like,2016,5.27,Earth,2.15,Earth,0.137,0.051745377,0.0,Transit
Kepler-1014 b,2038.0,14.866,Neptune-like,2016,6.3,Earth,0.213,Jupiter,0.121,0.045448326,0.0,Transit
Kepler-1015 b,2412.0,12.825,Neptune-like,2016,12.3,Earth,0.317,Jupiter,0.1396,0.043805614,0.0,Transit
Kepler-1016 b,4576.0,15.531,Neptune-like,2016,5.39,Earth,2.18,Earth,0.0307,0.0054757018,0.0,Transit
Kepler-1017 b,1801.0,14.315,Super Earth,2016,4.62,Earth,1.99,Earth,0.0702,0.019712524,0.0,Transit
Kepler-1019 b,633.0,13.882,Super Earth,2016,2.73,Earth,1.46,Earth,0.0221,0.003832991,0.0,Transit
Kepler-101 c,3027.0,13.7,Super Earth,2014,3.78,Earth,1.25,Earth,0.0684,0.016427105,0.0,Transit
Kepler-1021 b,2642.0,15.207,Neptune-like,2016,6.04,Earth,0.208,Jupiter,0.1034,0.036960986,0.0,Transit
Kepler-1022 b,1370.0,15.758,Neptune-like,2016,6.17,Earth,0.211,Jupiter,0.0805,0.030116359,0.0,Transit
Kepler-1025 b,2622.0,13.695,Super Earth,2016,4.58,Earth,1.98,Earth,0.3344,0.10212183,0.0,Transit
Kepler-1026 b,1146.0,14.463,Neptune-like,2016,5.52,Earth,2.21,Earth,0.1977,0.09993155,0.0,Transit
Kepler-1027 b,1321.0,12.994,Terrestrial,2016,0.64,Earth,0.89,Earth,0.0295,0.005201916,0.0,Transit
Kepler-1028 b,1983.0,14.611,Super Earth,2016,2.33,Earth,1.33,Earth,0.0354,0.0068446267,0.0,Transit
Kepler-1029 b,1196.0,14.434,Super Earth,2016,2.13,Earth,1.26,Earth,0.047,0.012046544,0.0,Transit
Kepler-102 b,352.0,12.072,Terrestrial,2014,4.3,Earth,0.47,Earth,0.0552,0.01451061,0.0,Transit
Kepler-102 c,352.0,12.072,Terrestrial,2014,3.0,Earth,0.58,Earth,0.067,0.01943874,0.0,Transit
Kepler-102 d,352.0,12.072,Super Earth,2014,3.8,Earth,1.18,Earth,0.0862,0.028199865,0.0,Transit
Kepler-102 e,352.0,12.072,Super Earth,2013,8.93,Earth,2.22,Earth,0.1162,0.044079397,0.0,Transit
Kepler-102 f,352.0,12.072,Terrestrial,2014,5.2,Earth,0.88,Earth,0.1655,0.075290896,0.0,Transit
Kepler-1030 b,2475.0,16.003,Neptune-like,2016,6.71,Earth,0.221,Jupiter,0.1338,0.05284052,0.0,Transit
Kepler-1031 b,2228.0,13.877,Terrestrial,2016,0.59,Earth,0.87,Earth,0.0218,0.003285421,0.0,Transit
Kepler-1032 b,2195.0,16.007,Super Earth,2016,4.16,Earth,1.87,Earth,0.0361,0.009034907,0.0,Transit
Kepler-1033 b,4748.0,16.186,Neptune-like,2016,6.85,Earth,0.224,Jupiter,0.0761,0.020807665,0.0,Transit
Kepler-1034 b,2135.0,15.269,Neptune-like,2016,5.73,Earth,0.202,Jupiter,0.0965,0.033127997,0.0,Transit
Kepler-1035 b,1834.0,13.097,Super Earth,2016,1.71,Earth,1.17,Earth,0.0386,0.0073921974,0.0,Transit
Kepler-1037 b,1458.0,14.475,Super Earth,2016,2.18,Earth,1.28,Earth,0.0198,0.003011636,0.0,Transit
Kepler-1038 c,1905.0,15.03,Super Earth,2021,2.59,Earth,1.416,Earth,0.0692,0.01943874,0.0,Transit
Kepler-1039 b,1001.0,14.438,Super Earth,2016,2.73,Earth,1.46,Earth,0.0184,0.0024640656,0.0,Transit
Kepler-1041 b,4847.0,14.576,Neptune-like,2016,8.96,Earth,0.262,Jupiter,0.1688,0.0678987,0.0,Transit
Kepler-1042 b,2150.0,16.004,Neptune-like,2016,5.43,Earth,2.19,Earth,0.0756,0.027652293,0.0,Transit
Kepler-1043 b,2947.0,14.949,Neptune-like,2016,7.04,Earth,0.227,Jupiter,0.2159,0.10540725,0.0,Transit
Kepler-1044 b,4172.0,15.478,Neptune-like,2016,7.61,Earth,0.238,Jupiter,0.0741,0.018617386,0.0,Transit
Kepler-1045 b,3074.0,15.879,Neptune-like,2016,7.7,Earth,0.24,Jupiter,0.1616,0.07227926,0.0,Transit
Kepler-1046 b,2354.0,13.347,Super Earth,2016,3.57,Earth,1.71,Earth,0.1167,0.03942505,0.0,Transit
Kepler-1047 c,2667.0,13.46,Terrestrial,2016,0.937,Earth,0.99,Earth,0.0434,0.008761123,0.0,Transit
Kepler-1048 b,1814.0,15.138,Super Earth,2016,3.22,Earth,1.61,Earth,0.059,0.01889117,0.0,Transit
Kepler-1049 b,528.0,14.695,Terrestrial,2016,0.809,Earth,0.95,Earth,0.0349,0.009034907,0.0,Transit
Kepler-104 c,1307.0,12.697,Neptune-like,2014,9.96,Earth,0.279,Jupiter,0.153,0.06488707,0.0,Transit
Kepler-1050 b,1600.0,13.198,Super Earth,2016,3.19,Earth,1.6,Earth,0.1313,0.042162903,0.0,Transit
Kepler-1050 c,1600.0,13.198,Super Earth,2016,2.79,Earth,1.48,Earth,0.1622,0.057768654,0.0,Transit
Kepler-1051 b,2705.0,13.212,Neptune-like,2016,11.5,Earth,0.303,Jupiter,0.1891,0.07118412,0.0,Transit
Kepler-1052 b,3078.0,14.932,Neptune-like,2016,8.91,Earth,0.261,Jupiter,0.2046,0.095551,0.0,Transit
Kepler-1053 b,493.0,13.576,Terrestrial,2016,0.904,Earth,0.98,Earth,0.0315,0.006570842,0.0,Transit
Kepler-1054 b,3557.0,14.143,Neptune-like,2016,7.41,Earth,0.235,Jupiter,0.054,0.011772759,0.0,Transit
Kepler-1055 b,1270.0,13.194,Super Earth,2016,2.04,Earth,1.23,Earth,0.0331,0.0062970566,0.0,Transit
Kepler-1056 b,3205.0,14.772,Neptune-like,2016,9.32,Earth,0.269,Jupiter,0.1629,0.075290896,0.0,Transit
Kepler-1057 b,3920.0,15.825,Neptune-like,2016,11.2,Earth,0.3,Jupiter,0.1138,0.038603697,0.0,Transit
Kepler-1059 b,2326.0,15.785,Super Earth,2016,3.64,Earth,1.73,Earth,0.044,0.010403832,0.0,Transit
Kepler-105 c,1498.0,12.981,Super Earth,2014,4.6,Earth,1.31,Earth,0.0711,0.01943874,0.0,Transit
Kepler-1061 b,1772.0,13.319,Super Earth,2016,4.58,Earth,1.98,Earth,0.0384,0.007665982,0.0,Transit
Kepler-1062 b,1296.0,15.095,Super Earth,2016,3.75,Earth,1.76,Earth,0.0748,0.025462013,0.0,Transit
Kepler-1063 b,1120.0,13.029,Super Earth,2016,2.83,Earth,1.49,Earth,0.1176,0.038603697,0.0,Transit
Kepler-1064 b,1220.0,13.958,Super Earth,2016,3.02,Earth,1.55,Earth,0.1183,0.04517454,0.0,Transit
Kepler-1065 b,3662.0,15.744,Neptune-like,2016,13.4,Earth,0.333,Jupiter,0.0455,0.009856262,0.0,Transit
Kepler-1065 c,3662.0,15.744,Super Earth,2016,3.19,Earth,1.6,Earth,0.0344,0.006570842,0.0,Transit
Kepler-1066 b,1123.0,13.115,Neptune-like,2016,6.17,Earth,0.211,Jupiter,0.0299,0.005201916,0.0,Transit
Kepler-1067 b,2178.0,14.395,Terrestrial,2016,0.437,Earth,0.8,Earth,0.0162,0.0021902807,0.0,Transit
Kepler-1067 c,2178.0,14.395,Super Earth,2021,3.7,Earth,1.747,Earth,0.0601,0.014784395,0.0,Transit
Kepler-1068 b,4807.0,16.096,Neptune-like,2016,12.8,Earth,0.324,Jupiter,0.1309,0.046269678,0.0,Transit
Kepler-1069 b,2270.0,13.234,Super Earth,2016,3.19,Earth,1.6,Earth,0.1685,0.065434635,0.0,Transit
Kepler-106 b,1449.0,12.923,Terrestrial,2014,5.3,Earth,0.82,Earth,0.0648,0.016974675,0.0,Transit
Kepler-106 c,1449.0,12.923,Super Earth,2014,10.44,Earth,0.223,Jupiter,0.1096,0.037234772,0.0,Transit
Kepler-106 d,1449.0,12.923,Terrestrial,2014,8.1,Earth,0.95,Earth,0.1602,0.06570842,0.0,Transit
Kepler-1070 b,3063.0,14.133,Super Earth,2016,3.64,Earth,1.73,Earth,0.0693,0.016974675,0.0,Transit
Kepler-1071 b,3400.0,15.881,Neptune-like,2016,6.26,Earth,0.212,Jupiter,0.0615,0.016974675,0.0,Transit
Kepler-1072 b,3206.0,13.972,Super Earth,2016,3.12,Earth,1.58,Earth,0.0269,0.0043805614,0.0,Transit
Kepler-1073 b,2642.0,14.749,Neptune-like,2016,5.9,Earth,0.205,Jupiter,0.0805,0.023819301,0.0,Transit
Kepler-1073 c,2642.0,14.749,Super Earth,2016,3.33,Earth,1.64,Earth,0.0483,0.0109514035,0.0,Transit
Kepler-1073 d,2642.0,14.749,Super Earth,2021,2.82,Earth,1.488,Earth,0.0352,0.0068446267,0.0,Transit
Kepler-1074 b,818.0,15.599,Super Earth,2016,2.1,Earth,1.25,Earth,0.0536,0.01615332,0.0,Transit
Kepler-1075 b,950.0,15.909,Super Earth,2016,2.6,Earth,1.42,Earth,0.0208,0.0041067763,0.0,Transit
Kepler-1076 b,649.0,13.175,Terrestrial,2016,0.437,Earth,0.8,Earth,0.0611,0.01670089,0.0,Transit
Kepler-1077 b,3593.0,14.923,Neptune-like,2016,8.1,Earth,0.247,Jupiter,0.2101,0.094182074,0.0,Transit
Kepler-1079 b,1928.0,12.78,Super Earth,2016,3.29,Earth,1.63,Earth,0.1092,0.03613963,0.0,Transit
Kepler-107 b,1716.0,12.543,Super Earth,2014,3.51,Earth,1.536,Earth,0.04544,0.008761123,0.0,Transit
Kepler-107 c,1716.0,12.543,Super Earth,2014,9.39,Earth,1.597,Earth,0.06064,0.013415469,0.0,Transit
Kepler-107 d,1716.0,12.543,Super Earth,2014,3.8,Earth,0.86,Earth,0.08377,0.021902807,0.0,Transit
Kepler-107 e,1716.0,12.543,Neptune-like,2014,8.6,Earth,0.259,Jupiter,0.12639,0.040246405,0.0,Transit
Kepler-1081 b,1371.0,13.827,Super Earth,2016,1.01,Earth,1.01,Earth,0.0466,0.010677618,0.0,Transit
Kepler-1082 b,2412.0,13.444,Super Earth,2016,1.46,Earth,1.12,Earth,0.0257,0.0041067763,0.0,Transit
Kepler-1083 b,2944.0,16.103,Neptune-like,2016,11.2,Earth,0.3,Jupiter,0.1899,0.091444224,0.0,Transit
Kepler-1084 b,1323.0,12.015,Super Earth,2016,1.41,Earth,1.11,Earth,0.0324,0.0057494864,0.0,Transit
Kepler-1086 b,1520.0,16.002,Neptune-like,2016,6.53,Earth,0.218,Jupiter,0.1198,0.05147159,0.0,Transit
Kepler-1087 b,1183.0,12.973,Terrestrial,2016,0.165,Earth,0.61,Earth,0.0148,0.0019164955,0.0,Transit
Kepler-1088 b,915.0,11.472,Super Earth,2016,2.6,Earth,1.42,Earth,0.1602,0.06324436,0.0,Transit
Kepler-1089 b,846.0,16.233,Super Earth,2016,4.01,Earth,1.83,Earth,0.0497,0.013963039,0.0,Transit
Kepler-1091 b,2982.0,14.874,Super Earth,2016,2.73,Earth,1.46,Earth,0.0252,0.003832991,0.0,Transit
Kepler-1093 b,3500.0,13.781,Super Earth,2016,4.46,Earth,1.95,Earth,0.1685,0.06872006,0.0,Transit
Kepler-1095 b,2585.0,14.597,Super Earth,2016,1.92,Earth,1.21,Earth,0.0514,0.011772759,0.0,Transit
Kepler-1096 b,1233.0,15.438,Super Earth,2016,2.07,Earth,1.24,Earth,0.034,0.007939767,0.0,Transit
Kepler-1098 b,3422.0,14.886,Super Earth,2016,2.24,Earth,1.3,Earth,0.0358,0.0068446267,0.0,Transit
Kepler-1099 b,3336.0,15.137,Neptune-like,2016,8.4,Earth,0.252,Jupiter,0.0337,0.006023272,0.0,Transit
Kepler-1100 b,2263.0,13.952,Super Earth,2016,3.71,Earth,1.75,Earth,0.0684,0.017522246,0.0,Transit
Kepler-1103 b,4345.0,14.294,Neptune-like,2016,5.77,Earth,0.203,Jupiter,0.1473,0.054209445,0.0,Transit
Kepler-1104 b,1731.0,12.125,Super Earth,2016,2.04,Earth,1.23,Earth,0.0628,0.0136892535,0.0,Transit
Kepler-1105 b,1037.0,15.315,Super Earth,2016,4.7,Earth,2.01,Earth,0.0471,0.012046544,0.0,Transit
Kepler-1106 b,3558.0,14.863,Super Earth,2016,3.36,Earth,1.65,Earth,0.0239,0.003559206,0.0,Transit
Kepler-1107 b,1399.0,14.315,Super Earth,2016,2.36,Earth,1.34,Earth,0.0126,0.0016427105,0.0,Transit
Kepler-1108 b,2504.0,15.132,Super Earth,2016,2.73,Earth,1.46,Earth,0.0511,0.0123203285,0.0,Transit
Kepler-1109 b,2235.0,14.405,Neptune-like,2016,5.43,Earth,2.19,Earth,0.2466,0.10294318,0.0,Transit
Kepler-110 b,1913.0,13.003,Super Earth,2014,4.01,Earth,1.83,Earth,0.107,0.034770705,0.0,Transit
Kepler-110 c,1913.0,13.003,Neptune-like,2014,5.52,Earth,2.21,Earth,0.198,0.08678987,0.0,Transit
Kepler-1110 b,2371.0,16.274,Neptune-like,2016,7.56,Earth,0.237,Jupiter,0.0754,0.026557151,0.0,Transit
Kepler-1111 b,2745.0,14.88,Super Earth,2016,4.66,Earth,2.0,Earth,0.0872,0.024093088,0.0,Transit
Kepler-1112 b,5452.0,14.74,Neptune-like,2016,9.38,Earth,0.269,Jupiter,0.1239,0.03942505,0.0,Transit
Kepler-1114 b,1365.0,13.935,Super Earth,2016,2.39,Earth,1.35,Earth,0.1102,0.04106776,0.0,Transit
Kepler-1115 b,3207.0,11.983,Super Earth,2016,3.53,Earth,1.7,Earth,0.2134,0.06461328,0.0,Transit
Kepler-1117 b,1854.0,14.15,Super Earth,2016,1.41,Earth,1.11,Earth,0.0546,0.013141684,0.0,Transit
Kepler-1118 b,2898.0,15.238,Neptune-like,2016,7.95,Earth,0.244,Jupiter,0.2079,0.105954826,0.0,Transit
Kepler-1119 b,5732.0,15.296,Super Earth,2016,4.35,Earth,1.92,Earth,0.0812,0.022724163,0.0,Transit
Kepler-111 b,2144.0,13.543,Super Earth,2014,3.12,Earth,1.58,Earth,0.046,0.009034907,0.0,Transit
Kepler-1120 b,2007.0,15.494,Super Earth,2016,2.48,Earth,1.38,Earth,0.0369,0.007939767,0.0,Transit
Kepler-1121 b,1572.0,12.144,Super Earth,2016,4.31,Earth,1.91,Earth,0.1187,0.03613963,0.0,Transit
Kepler-1123 b,2298.0,14.933,Super Earth,2016,3.43,Earth,1.67,Earth,0.0497,0.011772759,0.0,Transit
Kepler-1124 b,946.0,16.745,Super Earth,2016,2.18,Earth,1.28,Earth,0.0305,0.007939767,0.0,Transit
Kepler-1127 b,2748.0,15.162,Super Earth,2016,4.5,Earth,1.96,Earth,0.0556,0.013963039,0.0,Transit
Kepler-1129 b,3862.0,15.661,Neptune-like,2016,9.06,Earth,0.264,Jupiter,0.1644,0.06652977,0.0,Transit
Kepler-112 b,1674.0,13.927,Neptune-like,2014,6.17,Earth,0.211,Jupiter,0.076,0.022997946,0.0,Transit
